Citations,PI,Title,Link,Year
31,Cintia de Paiva,"Desiccation induced conjunctival monocyte recruitment and activation-implications for keratoconjunctivitisJ Alam, CS de Paiva, SC PflugfelderFrontiers in Immunology 12, 701415, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:7Hz3ACDFbsoC,2021
30,Russell Van Gelder,"Primed mycobacterial uveitis (PMU): histologic and cytokine characterization of a model of uveitis in ratsKL Pepple, L Rotkis, J Van Grol, L Wilson, A Sandt, DL Lam, E Carlson, ...Investigative Ophthalmology & Visual Science 56 (13), 8438-8448, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:SpbeaW3--B0C,2015
29,Sezen Karakus,"Monoclonal gammopathy of “ocular” significanceS Karakus, JD Gottsch, P Caturegli, AO EghrariAmerican journal of ophthalmology case reports 15, 100471, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&citation_for_view=uOWAFSUAAAAJ:3fE2CSJIrl8C,2019
28,Russell Van Gelder,"Prognostic utility of whole-genome sequencing and polymerase chain reaction tests of ocular fluids in postprocedural endophthalmitisCS Lee, B Hong, SK Kasi, C Aderman, KE Talcott, MK Adam, B Yue, ...American journal of ophthalmology 217, 325-334, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:4xDN1ZYqzskC,2020
28,Russell Van Gelder,"Neural network computer program to determine photorefractive keratectomy nomogramsSH Yang, RN Van Gelder, JS PeposeJournal of Cataract & Refractive Surgery 24 (7), 917-924, 1998",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:R3hNpaxXUhUC,1998
28,Russell Van Gelder,"Here comes the SUN (Part 2): standardization of uveitis nomenclature for disease classification criteriaRN Van Gelder, HN Sen, A Tufail, AY LeeAmerican Journal of Ophthalmology 228, A2-A6, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=20&pagesize=80&citation_for_view=cBYEMm4AAAAJ:7Hz3ACDFbsoC,2021
28,Cintia de Paiva,"The TFOS dry eye workshop II: executive summaryJP Craig, JD Nelson, DT Azar, C Belmonte, AJ Bron, SK Chauhan, ...Elsevier, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:XvxMoLDsR5gC,2017
27,Seesandra V. Rajagopala,"The human microbiome and cancer. Cancer Prev. Res. 2017; 10: 226–234. doi: 10.1158/1940-6207SV Rajagopala, S Vashee, LM Oldfield, Y Suzuki, JC Venter, A Telenti, ...CAPR-16-0249.[Abstract][CrossRef][Google Scholar], 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=OaIOeSYAAAAJ&cstart=20&pagesize=80&citation_for_view=OaIOeSYAAAAJ:j3f4tGmQtD8C,
27,Cintia de Paiva,"TNF is a critical cytokine in age-related dry eye diseaseY Kelagere, KK Scholand, EN DeJong, AI Boyd, Z Yu, RA Astley, ...The ocular surface 30, 119-128, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:O0nohqN1r9EC,2023
27,Cintia de Paiva,"Age‐related changes in ocular mucosal tolerance: Lessons learned from gut and respiratory tract immunityJG Galletti, CS de PaivaImmunology 164 (1), 43-56, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:1lhNe0rCu4AC,2021
26,Russell Van Gelder,"Quantitative assessment of anterior segment inflammation in a rat model of uveitis using spectral-domain optical coherence tomographyKL Pepple, WJ Choi, L Wilson, RN Van Gelder, RK WangInvestigative Ophthalmology & Visual Science 57 (8), 3567-3575, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:ClCfbGk0d_YC,2016
26,Russell Van Gelder,"Patterns of laboratory testing utilization among uveitis specialistsCS Lee, S Randhawa, AY Lee, DL Lam, RN Van GelderAmerican journal of ophthalmology 170, 161-167, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:PVjk1bu6vJQC,2016
26,Russell Van Gelder,"Comparison of aqueous and vitreous lymphocyte populations from two rat models of experimental uveitisKL Pepple, L Wilson, RN Van GelderInvestigative Ophthalmology & Visual Science 59 (6), 2504-2511, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:F9fV5C73w3QC,2018
26,Laura Ensign,"Nano-structured glaucoma drainage implant safely and significantly reduces intraocular pressure in rabbits via post-operative outflow modulationKS Parikh, A Josyula, R Omiadze, JY Ahn, Y Ha, LM Ensign, J Hanes, ...Scientific reports 10 (1), 12911, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:SP6oXDckpogC,2020
26,Cintia de Paiva,"Immune phenotype of the CD4+T cells in the aged lymphoid organs and lacrimal glandsCM Trujillo-Vargas, KE Mauk, H Hernandez, RG de Souza, Z Yu, ...GeroScience 44 (4), 2105-2128, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:MhiOAD_qIWkC,2022
26,Cintia de Paiva,"Cathepsin S is a novel target for age-related dry eyeZ Yu, J Li, G Govindarajan, SF Hamm-Alvarez, J Alam, DQ Li, ...Experimental eye research 214, 108895, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:nRpfm8aw39MC,2022
26,Cintia de Paiva,"An ocular Th1 immune response promotes corneal nerve damage independently of the development of corneal epitheliopathyA Vereertbrugghen, M Pizzano, F Sabbione, IA Keitelman, CM Shiromizu, ...Journal of Neuroinflammation 20 (1), 120, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:q-HalDI95KYC,2023
25,Russell Van Gelder,"Photopharmacologic vision restoration reduces pathological rhythmic field potentials in blind mouse retinaK Hüll, T Benster, MB Manookin, D Trauner, RN Van Gelder, L LaprellScientific reports 9 (1), 13561, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:sJsF-0ZLhtgC,2019
25,Russell Van Gelder,"Comparative proteomic analysis of two uveitis models in Lewis ratsKL Pepple, L Rotkis, L Wilson, A Sandt, RN Van GelderInvestigative Ophthalmology & Visual Science 56 (13), 8449-8456, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:i2xiXl-TujoC,2015
25,Cintia de Paiva,"Spatial transcriptomics of the lacrimal gland features macrophage activity and epithelium metabolism as key alterations during chronic inflammationO Mauduit, V Delcroix, T Umazume, CS de Paiva, DA Dartt, ...Frontiers in immunology 13, 1011125, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:Ade32sEp0pkC,2022
25,Cintia de Paiva,"Retinoid regulation of ocular surface innate inflammationJ Alam, Z Yu, CS de Paiva, SC PflugfelderInternational journal of molecular sciences 22 (3), 1092, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:48xauSegjOkC,2021
25,Cintia de Paiva,"Morphologic alterations of the palpebral conjunctival epithelium in a dry eye modelJT Henriksson, CS De Paiva, W Farley, SC Pflugfelder, AR Burns, ...Cornea 32 (4), 483-490, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:O3NaXMp0MMsC,2013
24,Sezen Karakus,"Clinical correlations of novel autoantibodies in patients with dry eyeS Karakus, AN Baer, EK AkpekJournal of immunology research 2019 (1), 7935451, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&citation_for_view=uOWAFSUAAAAJ:8k81kl-MbHgC,2019
24,Russell Van Gelder,"Relationships between sleep, activity, and burnout in ophthalmology residentsS Feng, SY Jonathan, G Deitz, L Ding, RN Van Gelder, S MendaJournal of Surgical Education 78 (3), 1035-1040, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:ALROH1vI_8AC,2021
24,Russell Van Gelder,"Diagnosis of microsporidia keratitis by polymerase chain reactionMS Conners, TS Gibler, RN Van GelderArchives of Ophthalmology 122 (2), 283-284, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:IWHjjKOFINEC,2004
24,Russell Van Gelder,"Deep metagenomic sequencing for endophthalmitis pathogen detection using a nanopore platformL Low, K Nakamichi, L Akileswaran, CS Lee, AY Lee, G Moussa, ...American journal of ophthalmology 242, 243-251, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:prdVHNxh-e8C,2022
24,Russell Van Gelder,"Caveats About QuantiFERON–TB Gold In-Tube Testing for UveitisKL Pepple, R Van Gelder, F ForooghianAmerican journal of ophthalmology 157 (4), 752-753, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:1qzjygNMrQYC,2014
24,Laura Ensign,"Next generation therapeutics for retinal neurodegenerative diseasesMB Appell, J Pejavar, A Pasupathy, SVK Rompicharla, S Abbasi, ...Journal of Controlled Release 367, 708-736, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:dTyEYWd-f8wC,2024
24,Cintia de Paiva,"Transglutaminase participates in UVB-induced cell death pathways in human corneal epithelial cellsL Tong, Z Chen, CS De Paiva, R Beuerman, DQ Li, SC PflugfelderInvestigative ophthalmology & visual science 47 (10), 4295-4301, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:Zph67rFs4hoC,2006
24,Cintia de Paiva,"Spontaneous T cell mediated keratoconjunctivitis in Aire-deficient miceS Yeh, CS de Paiva, CS Hwang, K Trinca, A Lingappan, JK Rafati, ...British journal of ophthalmology 93 (9), 1260-1264, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:9ZlFYXVOiuMC,2009
23,Russell Van Gelder,"Urinary β2-microglobulin testing in pediatric uveitis: a case report of a 9-year-old boy with renal and ocular sarcoidosisKL Pepple, DL Lam, LS Finn, R Van GelderCase Reports in Ophthalmology 6 (1), 101-105, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:EkHepimYqZsC,2015
23,Russell Van Gelder,"Ocular pathogens for the twenty-first centuryRN Van GelderAmerican journal of ophthalmology 150 (5), 595-597, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:k_IJM867U9cC,2010
23,Cintia de Paiva,"Sjögren syndrome: what and where are we looking for?CS de Paiva, EM RochaCurrent opinion in ophthalmology 26 (6), 517-525, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:AvfA0Oy_GE0C,2015
23,Cintia de Paiva,"Imbalanced IL-37/TNF-α/CTSS signaling disrupts corneal epithelial barrier in a dry eye model in vitroY Zhang, JM Li, R Lu, Z Liu, X Chen, CS de Paiva, SC Pflugfelder, DQ LiThe ocular surface 26, 234-243, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:SjuI4pbJlxcC,2022
23,Cintia de Paiva,"Ectopic lymphoid structures in the aged lacrimal glandsJG Galletti, KK Scholand, CM Trujillo-Vargas, Z Yu, O Mauduit, V Delcroix, ...Clinical immunology 248, 109251, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:AXkvAH5U_nMC,2023
23,Cintia de Paiva,"A native-like corneal construct using donor corneal stroma for tissue engineeringJ Lin, KC Yoon, L Zhang, Z Su, R Lu, P Ma, CS De Paiva, SC Pflugfelder, ...PLoS One 7 (11), e49571, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:ns9cj8rnVeAC,2012
22,Seesandra V. Rajagopala,"Idiopathic subglottic stenosis arises at the epithelial interface of host and pathogenA Gelbard, MH Shilts, B Strickland, K Motz, HW Tsai, H Boone, WP Drake, ...Research Square, rs. 3. rs-2945067, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=OaIOeSYAAAAJ&cstart=20&pagesize=80&citation_for_view=OaIOeSYAAAAJ:TFP_iSt0sucC,2023
22,Russell Van Gelder,"Rational laboratory testing in uveitis: A Bayesian analysisKM McKay, LL Lim, RN Van GelderSurvey of Ophthalmology 66 (5), 802-825, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:43bX7VzcjpAC,2021
22,Russell Van Gelder,"Blue light and the circadian clockRN Van GelderBritish Journal of Ophthalmology 88 (10), 1353-1353, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:Wp0gIr-vW9MC,2004
22,Laura Ensign,"Cervicovaginal mucus barrier properties during pregnancy are impacted by the vaginal microbiomeHC Zierden, K DeLong, F Zulfiqar, JO Ortiz, V Laney, S Bensouda, ...Frontiers in Cellular and Infection Microbiology 13, 1015625, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:5ugPr518TE4C,2023
22,Laura Ensign,"A hypotonic gel-forming eye drop provides enhanced intraocular delivery of a kinase inhibitor with melanin-binding properties for sustained protection of retinal ganglion cellsYC Kim, HT Hsueh, MD Shin, CA Berlinicke, H Han, NM Anders, ...Drug delivery and translational research 12 (4), 826-837, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:tOudhMTPpwUC,2022
22,Cintia de Paiva,"Lacrimal gland epithelial cells shape immune responses through the modulation of inflammasomes and lipid metabolismV Delcroix, O Mauduit, M Yang, A Srivastava, T Umazume, CS de Paiva, ...International Journal of Molecular Sciences 24 (5), 4309, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:6_hjMsCP8ZoC,2023
22,Cintia de Paiva,"Dry eye disease in astronauts: a narrative reviewT Ax, B Ganse, FN Fries, N Szentmáry, CS de Paiva, F March de Ribot, ...Frontiers in Physiology 14, 1281327, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:pAkWuXOU-OoC,2023
21,Russell Van Gelder,"Big data and uveitisCS Lee, AY Lee, GN Holland, RN Van Gelder, A TufailOphthalmology 123 (11), 2273, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:anf4URPfarAC,2016
21,Cintia de Paiva,"A potential link between bacterial pathogens and allergic conjunctivitis by dendritic cellsR Deng, Z Su, F Lu, L Zhang, J Lin, X Zhang, CS de Paiva, SC Pflugfelder, ...Experimental eye research 120, 118-126, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:4OULZ7Gr8RgC,2014
21,Anthony St.Leger,"Nonretinoid chaperones improve rhodopsin homeostasis in a mouse model of retinitis pigmentosaA Vats, Y Xi, B Feng, OD Clinger, AJ St Leger, X Liu, A Ghosh, ...JCI insight 7 (10), e153717, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&cstart=20&pagesize=80&citation_for_view=8yV7xm0AAAAJ:GnPB-g6toBAC,2022
20,Russell Van Gelder,"A Rayleigh scatter-based ocular flare analysis meter for flare photometry of the anterior chamberDL Lam, J Axtelle, S Rath, A Dyer, B Harrison, C Rogers, N Menon, ...Translational Vision Science & Technology 4 (6), 7-7, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:e_rmSamDkqQC,2015
20,Russell Van Gelder,"Adrenal and glucocorticoid effects on the circadian rhythm of murine intraocular pressureS Tsuchiya, K Sugiyama, RN Van GelderInvestigative ophthalmology & visual science 59 (13), 5641-5647, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:Aul-kAQHnToC,2018
20,Cintia de Paiva,"Regional comparison of goblet cell number and area in exposed and covered dry eyes and their correlation with tear MUC5ACKS Khimani, JA Go, RG De Souza, T Mitchell, Z Yu, CS de Paiva, ...Scientific reports 10 (1), 2933, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:4X0JR2_MtJMC,2020
20,Cintia de Paiva,"Calcineurin inhibitor voclosporin preserves corneal barrier and conjunctival goblet cells in experimental dry eyeJ Alam, RG de Souza, Z Yu, ME Stern, CS de Paiva, SC PflugfelderJournal of Ocular Pharmacology and Therapeutics 36 (9), 679-685, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:wMgC3FpKEyYC,2020
20,Anthony St.Leger,"Interferon Regulator Factor 8 (IRF8) Limits Ocular Pathology during HSV-1 Infection by Restraining the Activation and Expansion of CD8+T CellsL Sun, AJ St. Leger, CR Yu, C He, RM Mahdi, CC Chan, H Wang, ...PLoS One 11 (5), e0155420, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&cstart=20&pagesize=80&citation_for_view=8yV7xm0AAAAJ:QIV2ME_5wuYC,2016
19,Sezen Karakus,"Sustained gazing causes measurable decline in visual function of patients with dry eyeEK Akpek, S Karakus, PY Ramulu, PM MathewsAmerican journal of ophthalmology 210, 107-115, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&citation_for_view=uOWAFSUAAAAJ:Zph67rFs4hoC,2020
19,Russell Van Gelder,"Wounding induces facultative Opn5-dependent circadian photoreception in the murine corneaNM Díaz, RA Lang, RN Van Gelder, ED BuhrInvestigative ophthalmology & visual science 61 (6), 37-37, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:buQ7SEKw-1sC,2020
19,Russell Van Gelder,"Targeted adaptive long-read sequencing for discovery of complex phased variants in inherited retinal disease patientsK Nakamichi, RN Van Gelder, JR Chao, D MustafiScientific Reports 13 (1), 8535, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:SjuI4pbJlxcC,2023
19,Cintia de Paiva,"The first transcriptomic atlas of the adult lacrimal gland reveals epithelial complexity and identifies novel progenitor cells in miceV Delcroix, O Mauduit, HS Lee, A Ivanova, T Umazume, SM Knox, ...Cells 12 (10), 1435, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:Dem6FJhTUoYC,2023
19,Cintia de Paiva,"Rapamycin Eyedrops Increased CD4+Foxp3+Cells and Prevented Goblet Cell Loss in the Aged Ocular SurfaceCM Trujillo-Vargas, S Kutlehria, H Hernandez, RG de Souza, A Lee, Z Yu, ...International journal of molecular sciences 21 (23), 8890, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:otzGkya1bYkC,2020
19,Cintia de Paiva,"MMP‐8 Is Critical for Dexamethasone Therapy in Alkali‐Burned Corneas Under Dry Eye ConditionsF Bian, C Wang, J Tukler‐Henriksson, SC Pflugfelder, C Camodeca, ...Journal of cellular physiology 231 (11), 2506-2516, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:L7CI7m0gUJcC,2016
19,Cintia de Paiva,"Glial cell-derived neurotrophic factor gene delivery enhances survival of human corneal epithelium in culture and the overexpression of GDNF in bioengineered constructsH Qi, HD Shine, DQ Li, CS de Paiva, WJ Farley, DB Jones, SC PflugfelderExperimental eye research 87 (6), 580-586, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:Wp0gIr-vW9MC,2008
18,Sezen Karakus,"Validation of an objective measure of dry eye severityS Karakus, EK Akpek, D Agrawal, RW MassofTranslational Vision Science & Technology 7 (5), 26-26, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&citation_for_view=uOWAFSUAAAAJ:roLk4NBRz8UC,2018
18,Russell Van Gelder,"Anti-adalimumab antibodies in patients with non-infectious ocular inflammatory disease: a case seriesKM McKay, N Apostolopoulos, B Chou, TK Leveque, RN Van GelderOcular Immunology and Inflammation 30 (7-8), 1721-1725, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:kw52XkFRtyQC,2022
18,Laura Ensign,"Six-month effective treatment of corneal graft rejectionT Meng, J Zheng, M Chen, Y Zhao, H Sudarjat, AA MR, V Kulkarni, Y Oh, ...Science advances 9 (12), eadf4608, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:XiVPGOgt02cC,2023
18,Cintia de Paiva,"New, potent, small molecule agonists of tyrosine kinase receptors attenuate dry eye diseaseZ Yu, S Joy, T Mi, G Yazdanpanah, K Burgess, CS de PaivaFrontiers in Medicine 9, 937142, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:Br1UauaknNIC,2022
17,Russell Van Gelder,"Rubeosis and anterior segment ischemia associated with systemic cryoglobulinemiaDG Telander, GN Holland, MB Wax, RN Van GelderAmerican journal of ophthalmology 142 (4), 689-690. e1, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:j3f4tGmQtD8C,2006
17,Russell Van Gelder,"Bilateral choroiditis from Prototheca wickerhamii algaemiaSM Hariprasad, A Prasad, M Smith, GK Shah, MG Grand, JB Shepherd, ...Archives of Ophthalmology 123 (8), 1138-1141, 2005",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:e5wmG9Sq2KIC,2005
17,Cintia de Paiva,"Induction of innate inflammatory pathways in the corneal epithelium in the desiccating stress dry eye modelZ Yu, G Yazdanpanah, J Alam, CS de Paiva, S PflugfelderInvestigative Ophthalmology & Visual Science 64 (4), 8-8, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:KaMxkj08jr0C,2023
16,Laura Ensign,"Ion-complex microcrystal formulation provides sustained delivery of a multimodal kinase inhibitor from the subconjunctival space for protection of retinal ganglion cellsHT Hsueh, YC Kim, I Pitha, MD Shin, CA Berlinicke, RT Chou, E Kimball, ...Pharmaceutics 13 (5), 647, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:08ZZubdj9fEC,2021
16,Cintia de Paiva,"Single cell analysis of short-term dry eye induced changes in cornea immune cell populationsJ Alam, E Yaman, GCV Silva, R Chen, CS de Paiva, MA Stepp, ...Frontiers in Medicine 11, 1362336, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:w1MjKQ0l0TYC,2024
16,Cintia de Paiva,"Corrigendum to “TFOS DEWS II pathophysiology report”(The Ocular Surface (2017) 15 (3)(438–510),(S1542012417301349),(10.1016/j. jtos. 2017.05. 011))AJ Bron, CS de Paiva, SK Chauhan, S Bonini, EE Gabison, S Jain, ...Ocular Surface 17 (4), 842, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:-nhnvRiOwuoC,2019
15,Russell Van Gelder,"Actinomyces israelii endogenous endophthalmitisT Milman, N Mirani, T Gibler, RN Van Gelder, PD LangerBritish Journal of Ophthalmology 92 (3), 427-428, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=100&pagesize=100&citation_for_view=cBYEMm4AAAAJ:iH-uZ7U-co4C,2008
15,Cintia de Paiva,"Mechanisms of disease in Sjögren syndrome—new developments and directionsCS de Paiva, SC PflugfelderInternational Journal of Molecular Sciences 21 (2), 650, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:sJsF-0ZLhtgC,2020
