Citations,PI,Title,Link,Year
1,Russell Van Gelder,"A journal carolRN Van GelderOphthalmology 130 (12), 1237-1239, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=200&pagesize=100&citation_for_view=cBYEMm4AAAAJ:jE2MZjpN3IcC,2023
1,Russell Van Gelder,"Abnormal anterior chamber associated immune deviation (ACAID) in 129 strain mice.TM Schmitz, J Herndon, TA Ferguson, RN Van GelderINVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE 42 (4), S473-S473, 2001",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cBYEMm4AAAAJ&cstart=200&pagesize=100&citation_for_view=cBYEMm4AAAAJ:08ZZubdj9fEC,2001
1,Laura Ensign,"Supplementary materials for machine learning-driven multifunctional peptide engineering for sustained ocular drug deliveryRT Chou, HT Hsueh, U Rai, W Liyanage, YC Kim, MB Appell, J Pejavar, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=100&pagesize=100&citation_for_view=tM2Fw10AAAAJ:J-pR_7NvFogC,2023
1,Laura Ensign,"Ophthalmic formulations for sustained neuroprotectionL Ensign, J Hanes, YC KIM, TH HsuehUS Patent App. 18/554,928, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:ye4kPcJQO24C,2024
1,Laura Ensign,"Nano-structured, anti-inflammatory sutures improve wound closure and healing in a rabbit model of ocular traumaSVK Rompicharla, J Ortiz, M Forouharshad, A Josyula, Y Shao, N Gandhi, ...Investigative Ophthalmology & Visual Science 65 (7), 510-510, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:1yQoGdGgb4wC,2024
1,Laura Ensign,"Hypotonic hydrogel formulations for enhanced transport of active agents at mucosal surfacesL Ensign, J Hanes, YC KIM",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=100&pagesize=100&citation_for_view=tM2Fw10AAAAJ:sSrBHYA8nusC,2019
1,Laura Ensign,"Hypotonic hydrogel formulations for enhanced transport of active agents at mucosal surfacesK Maisel, L Ensign, J Hanes, R ConeUS Patent 11,426,345, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=100&pagesize=100&citation_for_view=tM2Fw10AAAAJ:1sJd4Hv_s6UC,2022
1,Laura Ensign,"Engineering a partially degradable glaucoma microshunt for controlled intraocular pressure reductionA Josyula, JY Ahn, S Ramesh, R Omiadze, J Szeto, L Ensign, J Hanes, ...Investigative Ophthalmology & Visual Science 60 (9), 6623-6623, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=100&pagesize=100&citation_for_view=tM2Fw10AAAAJ:D03iK_w7-QYC,2019
1,Laura Ensign,"Can Sustained Suppression of VEGF Be Achieved by Topical Ocular Delivery?D Bingaman, T Appidi, J Pejavar, LM EnsignAmerican journal of ophthalmology 277, 534-555, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=tM2Fw10AAAAJ&cstart=20&pagesize=80&citation_for_view=tM2Fw10AAAAJ:ZfRJV9d4-WMC,2025
1,Cintia de Paiva,"Transcriptional expression of immune genes in the Sjögren Syndrome conjunctivaCM Trujillo-Vargas, L Schaefer, Z Yu, S Pflugfelder, RA Britton, ...Investigative Ophthalmology & Visual Science 61 (7), 1379-1379, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:NyGDZy8z5eUC,2020
1,Cintia de Paiva,"The Effect Of Desiccating Stress On Corneal Epithelial Barrier FunctionRM Corrales, CS De Paiva, AL Villarreal, SC PflugfelderInvestigative Ophthalmology & Visual Science 47 (13), 5582-5582, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:ipzZ9siozwsC,2006
1,Cintia de Paiva,"Spontaneous Autoimmune Dacryoadenitis in Aged CD25KOE Rahimy, WJ Farley, JD Pitcher, J Niederkorn, ME Stern, DQ Li, ...Investigative Ophthalmology & Visual Science 50 (13), 4665-4665, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:uLbwQdceFCQC,2009
1,Cintia de Paiva,"Ocular bacterial microbiome analysis by next-generation sequencing in patients with Stevens-Johnson syndrome and Sjögren's disease: associations with dry eye indicesL Frizon, TT Rocchetti, A Frizon, RJA de Alcântara, AL Hofling-Lima, ...Experimental Eye Research 260, 110622, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:v6i8RKmR8ToC,2025
1,Cintia de Paiva,"New Understandings on Pathogenesis of Dry Eye—from Animal Models to Clinical TherapyCS De Paiva, AJW Huang, DQ Li, SC PflugfelderOphthalmol-Current Clin Res Update 17, 1-28, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:i2xiXl-TujoC,2014
1,Cintia de Paiva,"Mouse Corneal Immune Cell Heterogeneity Revealed by Single-Cell RNA SequencingE Yaman, N Heyer, CS de Paiva, MA Stepp, SC Pflugfelder, J AlamInvestigative ophthalmology & visual science 65 (12), 29-29, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:HJSXoJQnj-YC,2024
1,Cintia de Paiva,"Kurzfassung TFOS DEWS II-BerichtJP Craig, JD Nelson, DT Azar, C Belmonte, AJ Bron, SK Chauhan, ...Ocular Surface 30, 1e11, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:jSAVyFp_754C,2017
1,Cintia de Paiva,"Klk13 is a Putative Autoantigen During the Immunopathogenesis of Experimental Autoimmune Lacrimal KeratoconjunctivisKF Siemasko, CS De Paiva, CS Schaumburg, JY Niederkorn, ...Investigative Ophthalmology & Visual Science 50 (13), 3648-3648, 2009",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:WJVC3Jt7v1AC,2009
1,Cintia de Paiva,"Increased conjunctival monocyte/macrophage antigen presenting cells in Pinkie RXRα deficient mice with accelerated dry eyeSC Pflugfelder, RG de Souza, J Alam, Z Yu, CS De PaivaInvestigative Ophthalmology & Visual Science 60 (9), 1413-1413, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:5icHVeHT4IsC,2019
1,Cintia de Paiva,"Fecal material transplant and ocular surface diseasesRG de Souza, RA Britton, CS de PaivaPrecision Medicine for Investigators, Practitioners and Providers, 51-57, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:Ak0FvsSvgGUC,2020
1,Cintia de Paiva,"Eye symptoms due to environmental and climatic parameters variation: The Google trends and eye-drops selling as monitorsFBGA Ferraz, BC Cintra, MM de Olivieira, GP Machado, MZ Fantucci, ...Medical Hypotheses 175, 111076, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:-7ulzOJl1JYC,2023
1,Cintia de Paiva,"Evidence for IL-2 signaling in corneal epitheliumSP Ghosh, Z Yu, Y Kelegere, G Yazdanpanah, G Tadvalkar, W Kao, ...Investigative Ophthalmology & Visual Science 63 (7), 3246–A0281-3246–A0281, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:yxmsSjX2EkcC,2022
1,Cintia de Paiva,"Evaluation of novel YP-P10 Peptide in animal models of inflammatory dry eye diseaseLC Park, L Gharat, K Park, J Alam, Z Yu, Y Hu, CS De Paiva, GD Novack, ...Investigative Ophthalmology & Visual Science 63 (7), 1984–A0314-1984–A0314, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:-mN3Mh-tlDkC,2022
1,Cintia de Paiva,"Epithelial IL-2 receptor expression and its effects on corneal nervesMA Stepp, SP Ghosh, G Tadvalkar, J Alam, WWY Kao, ...Investigative Ophthalmology & Visual Science 62 (8), 846-846, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:cK4Rrx0J3m0C,2021
1,Cintia de Paiva,"Desiccating Stress Worsens Inflammation in an Alkali Burn Murine ModelCS De Paiva, FSA Pelegrino, AJ McClellan, WJ Farley, DQ Li, ...Investigative Ophthalmology & Visual Science 51 (13), 3392-3392, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:2KloaMYe4IUC,2010
1,Cintia de Paiva,"Desiccating Stress to the Ocular Surface Induces a Transferable T–Cell Mediated Lacrimal KeratoconjunctivitisME Stern, SC Pflugfelder, KF Siemasko, J Gao, RM Corrales, ...Investigative Ophthalmology & Visual Science 47 (13), 3530-3530, 2006",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:epqYDVWIO7EC,2006
1,Cintia de Paiva,"Desiccating Stress Promotes Th-17 Pattern Response in the ConjunctivaCS De Paiva, S Chotikavanich, S Pangelinan, X Zheng, MR Butler, ...Investigative Ophthalmology & Visual Science 49 (13), 5420-5420, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:ZuybSZzF8UAC,2008
1,Cintia de Paiva,"Conjunctival dendritic cell maturation and goblet cell density in aqueous tear deficiencySC Pflugfelder, F Bian, W Farley, ME Stern, CS De PaivaInvestigative Ophthalmology & Visual Science 58 (8), 3754-3754, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:hCrLmN-GePgC,2017
1,Cintia de Paiva,"Challenges of microbiome research on the ocular surfaceD Smith, S Kennedy, R Gibbs, D Jones, C De Paiva, S Pflugfelder, ...Investigative Ophthalmology & Visual Science 54 (15), 3380-3380, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:wbdj-CoPYUoC,2013
1,Cintia de Paiva,"Cell size correlates with expression of stem cell associated markers and differentiation markers by human corneal epithelial cellsCS De Paiva, SC Pflugfelder, DQ LiInvestigative Ophthalmology & Visual Science 45 (13), 1435-1435, 2004",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:mB3voiENLucC,2004
1,Cintia de Paiva,"CD4+ T cells drive corneal nerve damage but are dispensable for corneal epitheliopathy development in dry eye diseaseA Vereertbrugghen, M Pizzano, A Cernutto, F Sabbione, IA Keitelman, ...bioRxiv, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:oi2SiIJ9l4AC,2024
1,Cintia de Paiva,"CCR6 KO Mice Are Resistant To Dry Eye DiseaseTG Coursey, NB Gandhi, EA Volpe, SC Pflugfelder, CS de PaivaInvestigative Ophthalmology & Visual Science 53 (14), 2324-2324, 2012",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:LjlpjdlvIbIC,2012
1,Cintia de Paiva,"Caspase-8 mediated activation of NLRP3 and NLRC4 inflammasomes in experimental dry eye mouse model and human corneal epithelial cells exposed to hyperosmolarityJ Li, W Chi, X Hua, F Bian, X Yuan, R Deng, Z Zhang, CS De Paiva, ...Investigative Ophthalmology & Visual Science 56 (7), 4878-4878, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:WA5NYHcadZ8C,2015
1,Cintia de Paiva,"Anti-inflammatory therapy preserves corneal clarity in alkali burned corneas associated with dry eyeCS De Paiva, F Bian, E Volpe, L De-Quan, SC PflugfelderInvestigative Ophthalmology & Visual Science 55 (13), 4691-4691, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:1qzjygNMrQYC,2014
1,Cintia de Paiva,"A Novel Innate Immunity Pathway in Dry Eye: ROS Dysregulates Activity of NLRP3/NLRP6 Inflammasomes via BRCC36 and Caspase-8 SignalingDQ Li, W Chi, X Chen, X Hua, F Bian, CS De Paiva, SC PflugfelderInvestigative Ophthalmology & Visual Science 58 (8), 798-798, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:0N-VGjzr574C,2017
1,Cintia de Paiva,"Aged regulatory T cells fail to control autoimmune lacrimal gland pathogenic CD4+T cellsKK Scholand, L Schaefer, G Govindarajan, Z Yu, JG Galletti, CS de PaivaGeroScience, 1-22, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:UuEBAcK4md4C,2025
1,Cintia de Paiva,"Age-associated changes in T effector and regulatory T cellsCS De Paiva, H Hernandez, RG de Souza, Z Yu, F BianInvestigative Ophthalmology & Visual Science 60 (9), 271-271, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:lvd772isFD0C,2019
1,Cintia de Paiva,"Adverse environmental stress is a risk factor for ocular graft-versus-host diseaseP Steven, M Maass, D Hess, V Tahmaz, U Holtick, C Scheid, CS De Paiva, ...Investigative Ophthalmology & Visual Science 62 (8), 1218-1218, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=100&pagesize=100&citation_for_view=X2vF2DkAAAAJ:zCSUwVk65WsC,2021
1,Cintia de Paiva,"Activation of NLRP3 inflammasome pathway in murine corneal alkali burn modelF Bian, E Volpe, SC Pflugfelder, DQ Li, CS De Paiva, OS CenterInvestigative Ophthalmology & Visual Science 55 (13), 4612-4612, 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:D_sINldO8mEC,2014
1,Cintia de Paiva,"ABCG2 transporter, a potential molecular marker to identify human corneal epithelial stem cellsCS de Paiva, D Li, H Kim, SC PflugfelderInvestigative Ophthalmology & Visual Science 44 (13), 2032-2032, 2003",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=X2vF2DkAAAAJ&cstart=200&pagesize=100&citation_for_view=X2vF2DkAAAAJ:bEWYMUwI8FkC,2003
1,Anthony St.Leger,"Visions of Eye Commensals: The Known and the Unknown About How the Microbiome Affects Eye Disease.RR Caspi, AJ St LegerBioEssays 40 (11), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&cstart=20&pagesize=80&citation_for_view=8yV7xm0AAAAJ:rO6llkc54NcC,2018
1,Anthony St.Leger,"Toll-like receptor 2 signaling in γδ T cells is required for immune responses to commensal bacteria at the ocular surfaceW Zhu, X Xu, AS Leger, F Almaghrabi, RH Yamane, RR CaspiInvestigative Ophthalmology & Visual Science 62 (8), 2237-2237, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&cstart=20&pagesize=80&citation_for_view=8yV7xm0AAAAJ:k_IJM867U9cC,2021
1,Anthony St.Leger,"Oral 8-aminoguanine against age-related retinal degenerationA Vats, Y Xi, AS Wolf-Johnston, OD Clinger, RK Arbuckle, L Sheng, ...Communications Biology 8 (1), 812, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&cstart=20&pagesize=80&citation_for_view=8yV7xm0AAAAJ:bFI3QPDXJZMC,2025
1,Anthony St.Leger,"Neuroprotective effects of IL-22 during CNS inflammationRR Caspi, RC Rigden, JL Kielczewski, CR Zarate-Blades, AJS Leger, ...Investigative Ophthalmology & Visual Science 58 (8), 1236-1236, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&cstart=20&pagesize=80&citation_for_view=8yV7xm0AAAAJ:mVmsd5A6BfQC,2017
1,Anthony St.Leger,"Microbiome-dependent modulation of mucosal immunity at the ocular surface.AJ St. Leger, JV Desai, R Drummond, A Kugadas, F Almaghrabi, P Silver, ...The Journal of Immunology 198 (Supplement_1), 149.6-149.6, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&cstart=20&pagesize=80&citation_for_view=8yV7xm0AAAAJ:3fE2CSJIrl8C,2017
1,Anthony St.Leger,"Dissecting Mouse Trigeminal Ganglia: A Comprehensive Analysis through Anatomical, Immunohistochemical, and Transcriptomic ApproachesH Yun, PH Gerges, K Moghbeli, J Das, H Singh, BM Davis, AS LegerInvestigative Ophthalmology & Visual Science 65 (7), 3880-3880, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8yV7xm0AAAAJ&cstart=20&pagesize=80&citation_for_view=8yV7xm0AAAAJ:yD5IFk8b50cC,2024
,Steven Salzberg,"Keratoconus transcriptome analysis by RNA-Seq of individual corneas identifies dysregulated cell survival and mesenchymal regulatory programs.S Chakravarti, S Salzberg, S Gabriel, Y Daoud, JW Foster, AS Jun, ...Investigative Ophthalmology & Visual Science 56 (7), 1929-1929, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=400&pagesize=100&citation_for_view=sUVeH-4AAAAJ:EPG8bYD4jVwC,2015
,Steven Salzberg,"Identifying corneal infections in formalin fixed specimens using next generation sequencingC Eberhart, Z Li, F Breitwieser, J Lu, A Jun, S SalzbergJOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY 76 (6), 496-497, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=400&pagesize=100&citation_for_view=sUVeH-4AAAAJ:nPT8s1NX_-sC,2017
,Steven Salzberg,"Identification of microbial agents in tissue specimens of ocular and periocular sarcoidosis using a metagenomics approach [version 1; peer review: awaiting peer review]AS Shifera, C Pockrandt, N Rincon, Y Ge, J Lu, A Varabyou, AE Jedlicka, ...",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=400&pagesize=100&citation_for_view=sUVeH-4AAAAJ:mJbmKSuM8toC,2021
,Steven Salzberg,"GENOME ASSEMBLY AND CHARACTERIZATION OF A COMPLEX ZFBED-NLR GENE-CONTAINING RESISTANCE LOCUS IN CAROLINA GOLD SELECT RICE WITH NANOPORE SEQUENCING1AC Read, MJ Moscou, AV Zimin, G Pertea, RS Meyer, MD Purugganan, ...DEFENSE AND COUNTER-DEFENSE IN THE RICE-XANTHOMONAS PATHOSYSTEM, 81, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=400&pagesize=100&citation_for_view=sUVeH-4AAAAJ:sgsej9ZJWHMC,2020
,Steven Salzberg,"Faculty Opinions recommendation of Reagent and laboratory contamination can critically impact sequence-based microbiome analyses.S Salzberg(No Title), 2014",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=400&pagesize=100&citation_for_view=sUVeH-4AAAAJ:tL5YfqkXb3gC,2014
,Steven Salzberg,"Data from: The genomes of two key bumblebee species with primitive eusocial organisationC Schulte, M Soares, J Blommaert, K Napflin, C Asher, L Chittka, J Qu, ...DRYAD, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=400&pagesize=100&citation_for_view=sUVeH-4AAAAJ:wBLCggQE-ToC,2016
,Steven Salzberg,"Challenges and Opportunities in Analyzing Cancer-Associated MicrobiomesM Chia, M Pop, SL Salzberg, N NagarajanCancer research 85 (19), 3584-3595, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=400&pagesize=100&citation_for_view=sUVeH-4AAAAJ:wTekDMGr9GkC,2025
,Steven Salzberg,"ABSTRACTS-Complete genome sequence of Treponema pallidum, the syphilis spirocheteCM Fraser, SJ Norris, GM Weinstock, O White, GG Sutton, R Dodson, ...American Journal of Ophthalmology 126 (6), 863, 1998",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=sUVeH-4AAAAJ&cstart=500&pagesize=100&citation_for_view=sUVeH-4AAAAJ:AHdEip9mkN0C,1998
,Sezen Karakus,"Validation of an objective measure of dry eye severityS Karakus, EK Akpek, S Ahmad, RW MassofInvestigative Ophthalmology & Visual Science 56 (7), 4457-4457, 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:Tyk-4Ss8FVUC,2015
,Sezen Karakus,"Utility of New Autoantibodies in the Early Diagnosis of Sjögren Syndrome in Dry-Eye PatientsS Karakus, D Agrawal, M Gurakar, RW Massof, EK Akpek2017 ASCRS· ASOA Symposium and Congress, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:ULOm3_A8WrAC,2017
,Sezen Karakus,"Using Intraocular Lens Cartridge for Insertion of Graft in Descemet Membrane Endothelial KeratoplastyS Karakus, M Ighani, AO Eghrari2018 ASCRS ASOA Annual Meeting, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:qUcmZB5y_30C,2018
,Sezen Karakus,"The Effect of Topical Recombinant Human Nerve Growth Factor on Tear ProductionX Dai, X Zhu, S Karakus2022 ASCRS ASOA Annual Meeting, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:maZDTaKrznsC,2022
,Sezen Karakus,"The Effect of Topical Recombinant Human Nerve Growth Factor on Tear ProductionS Karakus, X Dai, X ZhuInvestigative Ophthalmology & Visual Science 63 (7), 1226–A0226-1226–A0226, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:r0BpntZqJG4C,2022
,Sezen Karakus,"Surgical outcomes of pre-loaded, tri-folded Descemet membrane endothelial keratoplasty tissues utilizing the EndoglideTM inserterM Ighani, D Dzhaber, S Karakus, S Jain, AO EghrariInvestigative Ophthalmology & Visual Science 61 (7), 3566-3566, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:dhFuZR0502QC,2020
,Sezen Karakus,"Prevalence of SARS-CoV-2 in Conjunctival Swab Samples Among Patients Presenting with Conjunctivitis during the COVID-19 PandemicX Zhu, JW Foster, X Dai, W Hsu, S Karakus2022 ASCRS ASOA Annual Meeting, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:ns9cj8rnVeAC,2022
,Sezen Karakus,"Performance of the Icare Home (TA022) self-tonometer.LI Mudie, S LaBarre, S Karakus, BE Munoz, DS FriedmanInvestigative Ophthalmology & Visual Science 57 (12), 6438-6438, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:IjCSPb-OGe4C,2016
,Sezen Karakus,"Patient-reported visual symptoms differentiating mild and severe dry eyeD Zhao, S Li, A Mihailovic, M Quintero, EK Akpek, S Karakus, L Guo, ...Investigative Ophthalmology & Visual Science 66 (8), 5652-5652, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:RYcK_YlVTxYC,2025
,Sezen Karakus,Ocular RosaceaL Jiang,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:HDshCWvjkbEC,
,Sezen Karakus,"No-Touch Loading of Tri-Folded, Endothelium-in Grafts into a Cartridge for Descemet Membrane Endothelial KeratoplastyS Karakus, M Ighani, T Liu, AO Eghrari2019 ASCRS ASOA Annual Meeting, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:YOwf2qJgpHMC,2019
,Sezen Karakus,"Long-Term Therapeutic Effects of Topical Recombinant Human Nerve Growth Factor in Stage I Neurotrophic Keratitis and Retreatment ConsiderationsM Yashar, M Haile, U Tunc, P Kotamraju, C Wang, MJ Hernandez, ...Investigative Ophthalmology & Visual Science 66 (8), 4396-4396, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:NaGl4SEjCO4C,2025
,Sezen Karakus,"Long-Term Ocular Outcomes of Sjogren’s Syndrome vs Non-Sjogren’s Dry Eye DiseaseD Cui, P Mathews, S Karakus, EK AkpekInvestigative Ophthalmology & Visual Science 61 (7), 118-118, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:QIV2ME_5wuYC,2020
,Sezen Karakus,"Long-Term Clinical Implications of Tissue-Specific Autoantibodies in Patients with Dry Eye Suspected of Sjogren’s SyndromeX Zhu, D Cui, X Dai, EK Akpek, S Karakus2022 ASCRS ASOA Annual Meeting, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:M3NEmzRMIkIC,2022
,Sezen Karakus,"Longitudinal Profiling of Serological Markers in Patients with Dry Eye Suspected of Sjögren's SyndromeX Dai, X Zhu, D Cui, L Di Meglio, S Karakus2022 ASCRS ASOA Annual Meeting, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uOWAFSUAAAAJ&cstart=20&pagesize=80&citation_for_view=uOWAFSUAAAAJ:k_IJM867U9cC,2022
